title,sub category,description,category
CABAI / CABE RAWIT MERAH / CABE SETAN [100g],Sayuran,"MOHON DI BACA SBEELUM MEMBELI !!!
Beli Sayur bisa melalui Cabang terdekat #SayurSEGAR :

💎 Area JABODETABEK (Kurir Toko)
Sayur Segar | Official --> https://www.tokopedia.com/sayursegar-id
-------------------------
💎 Area Depok dan sekitarnya (Grab & Gojek)
Sayur Segar Depok --> https://www.tokopedia.com/sayursegardepok
-------------------------

# BELANJA DI ATAS Rp 200.000 BONUS PISAU DAPUR (*All Item)
# Belanja Sayur, Ikan & Daging wajib menggunakan Kurir Toko
==============================
Langganan Sayur ?
Follow :
IG : sayur_segar.id [SayurSegarID]
Telp : (021) 77843493

[ SAYUR SEGAR ] - KUALITAS MALL, HARGA PASAR
MENYEDIAKAN BERBAGAI MACAM SAYURAN, BUAH, BUMBU, IKAN, DAGING DAN KEBUTUHAN DAPUR LAIN.

* Berat, warna dan ukuran dapat berubah, tergantung musim dan kualitas panen.

==============================
💎 [Jam Operasional]
Jam Operasional Kantor #SayurSegar: 05.00 – 22.00 Setiap hari
Pengiriman setiap hari, mulai jam 05.00 WIB - selesai

💎 [Jadwal Pengiriman]
1. Order yang masuk sebelum pukul 05.00 WIB akan dikirim hari yang sama
2. Order yang masuk setelah pukul 05.00 WIB akan dikirim H+1
3. Pengiriman Area Jabodetabek akan dikirim melalui Kurir Toko untuk mejaga kualitas sayuran.

💎 [Komplain & Refund]
Kami selalu menjaga produk kami agar sampai ke tangan Customer dengan aman dan lengkap.
Komplain mengenai produk #SayurSegar dapat melalui Pusat Resolusi Tokpedia.

Selamat berbelanja Sayur #Lengkap #Segar #Higenis #Murah #Ecer #ReadyStock



HAPPY SHOPPING....",sayur buah
Kurma Sukari Premium Timur Tengah Kurma Sukkari Original High Quality,Buah-buahan,"Pada awalnya, kurma sukari dibudidayakan di wilayah Al Qaseem. Popularitasnya kemudian mendunia, terlebih di wilayah Asia Selatan. Sukkari atau dalam bahasa Arabnya 'Sukkur' berarti sugar atau gula. Sesuai dengan namanya, kurma sukari memiliki rasa yang manis dan berdaging lembut seperti karamel. Sukkari sangat dimakan langsung atau diolah sebagai campuran bahan kue, roti, sereal, maupun smoothie atau jus.

Sangat cocok untuk:
Dimakan langsung, campuran makanan/minuman

Tekstur: Daging Tebal
Warna: Cokelat keemasan
Expired Date:Februari 2022
Berat Bersih: 500 gr

Kenapa harus memilih kurma Timur Tengah:
- Authentic - Kurma dijamin keasliannya
- Premium Quality - Kualitas Premium
- Affordable - Kurma Timur Tengah terjangkau oleh seluruh masyarakat –
- Rich Of Benefits - Kaya akan manfaat
- Classy Gift & Compact - Kemasan premium yang berkelas dan Simple
- Realible Customer Service – Pengiriman yang cepat, CS Team ramah & cepat tanggap

Selamat mencoba!",sayur buah
Strawberry Super Grade A 250gr,Buah-buahan,"PERHATIAN!!
PRODUK INI HANYA BISA DIKIRIM MENGGUNAKAN KURIR INSTANT / SAMEDAY.
Terima kasih.


Buah Strawberry Super Grade A 250gr
Stroberi adalah buah beri yang manis dan sedikit asam, pilihan ideal bagi Anda yang ingin memakan buah sehat.",sayur buah
ALPUKAT MENTEGA | SAYUR MAYUR SEGAR | 1 KG ISI 6 BUAH,Buah-buahan,"Alpukat Mentega

Inilah Khasiat Buah Alpukat Mentega Untuk Kesehatan

Gizi yang Terdapat Dalam Buah alpukat

1. Anti Kanker
2. Menjaga Tekanan Darah
3. Kaya Serat
4. Menyehatkan Tulang
5. Sumber Zat Besi
6. Menurunkan Kolesterol
7. Asupan Vitamin dan Mineral

Harga Diatas adalah Harga Per 1000 gram (1 KG)

FAQs - FREQUENTLY ASKED QUESTIONS
1. Apakah buah alpukat organik ?
Alpukat yang kami jual saya pastikan 100% organik atau alami, karena kami datangkan dari petani langsung dan didistribusikan dalam keadaan masih segar, jadi aman untuk dikonsumsi berbagai kalangan usia bahkan cocok untuk memenuhi makanan tambahan pertama bagi anak usia 6 bulan (MP-ASI).

2. Isi berapa buah per kg-nya ?
isi 6 buah /kg.

3. Berapa hari matang ?
Alpukat di panen dalam kondisi sudah tua, jadi 2-5 hari sudah mulai matang, pastikan alpukat benar-benar empuk rata baru di belah,

4. Bisa minta alpukat yang sudah matang ?
Pada dasarnya stock kita mentah, jika order yg matang tulis di note order, jika stock tersedia dikirim sesuai req.


5.bagaimana cara agar cepat matang?
alpukat yang masih segar cukup simpan di tempat kering dg suhu ruangan atau simpan di dus bawaan lakban rapat, selalu cek saat pagi agar tidak kelewat matang, bisa pakai cara lain sesuai pengalaman

Semua paket kami packing

WAKTU PENGIRIMAN :
Sayuran dan Buah akan dikirim H+1 .

HARI MINGGU LIBUR:
Mohon Maaf Sekali di HARI MINGGU KAMI LIBUR. Pesanan hari Sabtu dikirim pada hari Senen Pagi. Order hari sabtu dan Minggu dikirimkan hari Senin. Terimakasih.

Melayani :
1.Eceran dan Partai Besar
2.Suplier Sayuran Dan buah - buahan untuk Restoran , Hotel , Karaoke

Website Kami :

www•sayurmayursegar•co•id",sayur buah
Sayur Selada Romaine Organik /200g,Sayuran,"PERHATIAN!!
PRODUK INI HANYA BISA DIKIRIM MENGGUNAKAN KURIR INSTANT / SAMEDAY.
Terima kasih.



Selada romaine yang ditanam secara organik di lahan bebas polutan, tidak menggunakan pestisida ataupun pupuk buatan lainnya

Keunggulan :
1. Bibit non gmo (genetic modified organism)
2. Organic certified
3. Daunnya lebih renyah
4. Lebih ramah lingkungan, karena pertanian organik mendukung pelestarian tanah dan keseimbangan ekosistem

Varian : 200 gram
Takaran saji : 100 gram
Cara Penyimpanan: simpan pada suhu 1-4°C
Cara pengolahan : bisa dinikmati dalam bentuk mentah seperti campuran salad, burger atau olahan jus",sayur buah
not found,not found,"GOJIBERRY (KICHE)

Nett. 100 gram
Manfaat Gojiberry :
1. Meningkatkan fungsi penglihatan
2. Meningkatkan kekebalan tubuh
3. Sumber antioksidan
4. Antiaging
5. Kandungan vitamin C yang tinggi
6. Mencegah kanker
7. Kaya akan beta karoten

Saran penyajian: dikonsumsi langsung atau dimakan bersama muesli, topping smoothie atau jus buah kesukaan anda
Simpan di tempat sejuk dan kering




Catatan :
* Keterlambatan , Kerusakan, Kesalahan dari pihak pengiriman diluar tanggung jawab seller. Seller sudah mengirimkan pesanan sesuai dengan waktu yang ditentukan dan dengan kondisi packing aman :)",sayur buah
Brokoli / Broccoli Super fresh (Sayuran Kemasan 1 kg),Sayuran,"brokoli

Manfaat :

Meningkatkan Daya Tahan Tubuh. Brokoli kaya akan vitamin C.
Menyehatkan Kulit. Brokoli banyak dikonsumsi untuk menyehatkan kulit, baik secara langsung atau dalam bentuk jus.
Membantu Proses Penurunan Berat Badan.
Meningkatkan Kesehatan Jantung.
Menjaga Kesehatan Tulang.

Nah, itu dia beberapa manfaat mengkonsumsi brokoli secara rutin. Bagaimana? Apa Anda mulai tertarik menjadikan buah yang satu ini menjadi menu wajib yang harus dikonsumsi setiap hari?

Harga Diatas adalah Harga Per 1000 gram (1KG)

TERMS:
1. ""TIDAK ADA MINIMUM ORDER"" Customer bisa order 1 KG saja.
2. Order bisa di Kombinasi dengan buah-buahan atau sayuran lainnya yang dimiliki oleh ""Sayur Mayur Segar"", dengan Biaya GoSend yang sama, hingga total order 7 Kg* atau 19 Kg**.
3. Delivery ""SAMPAI KE TEMPAT TUJUAN"" dengan GO-SEND.
4. Delivery ke SELURUH daerah di DKI JAKARTA, TANGERANG, DEPOK & Sebagian daerah BEKASI, dengan biaya Delivery Go-Send yang FLAT (TETAP).


WAKTU PENGIRIMAN :
Sayuran dan Buah akan dikirim H+1 dengan cut-off pemesanan pada pukul 18:00 . Pembelian di atas pukul 18:00 akan dikirim H+2 .

PRODUK Sayur Mayur Segar LAINNYA :


HARI MINGGU LIBUR:
Mohon Maaf Sekali di HARI MINGGU KAMI LIBUR. Pesanan hari Sabtu dikirim pada hari Sene Pagi. Order hari Minggu dikirimkan hari Senin. Terimakasih.

Melayani :
1.Eceran dan Partai Besar
2.Suplier Sayuran Dan buah - buahan untuk Restoran , Hotel , Karaoke

Website Kami :

www•sayurmayursegar•co•id",sayur buah
JERUK SONKIT/ JERUK KASTURI/ JERUK KIPS/ JERUK KIETNA,Buah-buahan,"CUCI GUDANG!!!!!


JERUK KASTURI yang dikenal untuk minuman kesehatan, pereda sakit tenggorokan atau batuk. Kaya akan Vitamin C cocok untuk meningkatkan Daya tahan tubuh terutama banyak virus2 corona menyerang Indonesia. Kualitas terbaik karena dihasilkan oleh kebun sendiri. Persediaan terbatas karena barang hanya dari kebun sendiri.

Harga tertera untuk per 500 gram. Buah jeruknya dikirim campur besar dan kecil sesuai standar yang dapat ditoleransi.",sayur buah
"KUBIS/KOL SAYUR [1/2 Buah, ±500g]",Sayuran,"MOHON DI BACA SBEELUM MEMBELI !!!
Beli Sayur bisa melalui Cabang terdekat #SayurSEGAR :

💎 Area JABODETABEK (Kurir Toko)
Sayur Segar | Official --> https://www.tokopedia.com/sayursegar-id
-------------------------
💎 Area Depok dan sekitarnya (Grab & Gojek)
Sayur Segar Depok --> https://www.tokopedia.com/sayursegardepok
-------------------------

# BELANJA DI ATAS Rp 200.000 BONUS PISAU DAPUR (*All Item)
# Belanja Sayur, Ikan & Daging wajib menggunakan Kurir Toko
==============================
Langganan Sayur ?
Follow :
IG : sayur_segar.id [SayurSegarID]
Telp : (021) 77843493

[ SAYUR SEGAR ] - KUALITAS MALL, HARGA PASAR
MENYEDIAKAN BERBAGAI MACAM SAYURAN, BUAH, BUMBU, IKAN, DAGING DAN KEBUTUHAN DAPUR LAIN.

* Berat, warna dan ukuran dapat berubah, tergantung musim dan kualitas panen.

==============================
💎 [Jam Operasional]
Jam Operasional Kantor #SayurSegar: 05.00 – 22.00 Setiap hari
Pengiriman setiap hari, mulai jam 05.00 WIB - selesai

💎 [Jadwal Pengiriman]
1. Order yang masuk sebelum pukul 05.00 WIB akan dikirim hari yang sama
2. Order yang masuk setelah pukul 05.00 WIB akan dikirim H+1
3. Pengiriman Area Jabodetabek akan dikirim melalui Kurir Toko untuk mejaga kualitas sayuran.

💎 [Komplain & Refund]
Kami selalu menjaga produk kami agar sampai ke tangan Customer dengan aman dan lengkap.
Komplain mengenai produk #SayurSegar dapat melalui Pusat Resolusi Tokpedia.

Selamat berbelanja Sayur #Lengkap #Segar #Higenis #Murah #Ecer #ReadyStock



HAPPY SHOPPING....",sayur buah
BAWANG BOMBAY 1KG,Sayuran,"Ready stock!

Bawang bombay New Zealand ukuran 60/80

Harga perkilo

Untuk anda yang berada di wilayah Jakarta dan sekitarnya, silahkan belanja di toko cabang kami.
Klik link berikut:



Happy Shopping :)",sayur buah
Mix Dried Fruit - 250g,Buah-buahan,"P-IRT NO: 2153172010008-23

Komposisi :

Raisins, Golden Raisins, Gojiberry, Cranberry, Blueberry

Happy Shopping ^^",sayur buah
Buah Apel Fuji RRC Premium - Fresh,Buah-buahan,"Apel Fuji RRC Premium Fresh
isi 4-5 pcs berat 900-1000gram

catatan :
Wajib pengiriman instant atau sameday (grab, gojek dan anteraja sameday.
Sebagai informasi produk segar sangat beresiko rusak jika dikirim melalui ekspedisi (bonyok karena tertimpa benda lain,rusak karena dilempar atau terlempar oleh petugas ekspedisi,dan rusak karena lamanya pengiriman). Jika pembeli tidak mengajukan pembatalan/tidak ada respon dalam chat, atau memang tetap ingin produk dikirim melalui ekspedisi reguler, maka kami akan tetap mengirimkan produk sesuai dengan pesanan pembeli dan segala resiko kerusakan ditanggung oleh pembeli. terima kasih.


Halona Fresh By Warung Lawas
Ruko Versailles Blok FF No.3
BSD",sayur buah
Kurma Sukari 3kg Basah,Buah-buahan,"JAMINAN NETTO min 3 kg !!!

di kami akan ditimbang ulang meski dari importir terkadang kurang dari 3kg

STOCK READY !!! jgn ditanya lagi
HARGA GROSIR !!! jgn ditawar lagi

Gosend Instant muat 5 dus
Sameday 2 dus

Kurma Dengan kode NR, HC, MR, Semua kode sama tidak ada beda nya , Itu hanya Kode petani di Arab. Untuk pengiriman kurma sukari 3kg dikirim acak/random NR HC MR non merk terutama dusnya isinya tetep sama alqosim dan terjaga kualitasnya, Terima kasih..

mau yang kemasan praktis 500 gr, 600 gr atau 1kg dg harga termurah. silahkqn cek toko kami.
Selamat berbelanja :)
kemasan 500gr, 600 gr /1kg sangat pas buat di-bagi2 atau gampang banget kalo mau dijual lagi ( untungnya gede lho kalo mau beli grosir hehe )

sedia juga kurma ajwa, tunisia tangkai, shoidi, mesir, dan produk-produk lainnya.

dikirim dalam keadaan masih fresh danpacking serapi dan seaman mungkin ( tanpa wrapping)
# SUKARI FRESH : Makin lama makin lumer, tambah manis lagiii hmmm

untuk menghindari resiko kurma rusak disarankan memilih jasa pengiriman dengan estimasi max 3 hari s/d tujuan

order masuk jm sblm jam 14.00 dikirim hari yg sama, bila ada kendala/overload kirim besoknya

kerusakan/keterlambatan setelah barang dikirim bukan tgg jwab penjual.
tapi pasti kami bantu untuk penyelesaiannya

Permintaan lewat chat/ catatan pembeli kami abaikan
no komplain ya 💪😁


penyimpanan frozen/ruang sejuk/ freezer",sayur buah
BROKOLI SUPER [500g] FRESH,Sayuran,"MOHON DI BACA SBEELUM MEMBELI !!!
Beli Sayur bisa melalui Cabang terdekat #SayurSEGAR :

💎 Area JABODETABEK (Kurir Toko)
Sayur Segar | Official --> https://www.tokopedia.com/sayursegar-id
-------------------------
💎 Area Depok dan sekitarnya (Grab & Gojek)
Sayur Segar Depok --> https://www.tokopedia.com/sayursegardepok
-------------------------

# BELANJA DI ATAS Rp 200.000 BONUS PISAU DAPUR (*All Item)
# Belanja Sayur, Ikan & Daging wajib menggunakan Kurir Toko
==============================
Langganan Sayur ?
Follow :
IG : sayur_segar.id [SayurSegarID]
Telp : (021) 77843493

[ SAYUR SEGAR ] - KUALITAS MALL, HARGA PASAR
MENYEDIAKAN BERBAGAI MACAM SAYURAN, BUAH, BUMBU, IKAN, DAGING DAN KEBUTUHAN DAPUR LAIN.

* Berat, warna dan ukuran dapat berubah, tergantung musim dan kualitas panen.

==============================
💎 [Jam Operasional]
Jam Operasional Kantor #SayurSegar: 05.00 – 22.00 Setiap hari
Pengiriman setiap hari, mulai jam 05.00 WIB - selesai

💎 [Jadwal Pengiriman]
1. Order yang masuk sebelum pukul 05.00 WIB akan dikirim hari yang sama
2. Order yang masuk setelah pukul 05.00 WIB akan dikirim H+1
3. Pengiriman Area Jabodetabek akan dikirim melalui Kurir Toko untuk mejaga kualitas sayuran.

💎 [Komplain & Refund]
Kami selalu menjaga produk kami agar sampai ke tangan Customer dengan aman dan lengkap.
Komplain mengenai produk #SayurSegar dapat melalui Pusat Resolusi Tokpedia.

Selamat berbelanja Sayur #Lengkap #Segar #Higenis #Murah #Ecer #ReadyStock



HAPPY SHOPPING....",sayur buah
not found,not found,not found,sayur buah
SAYUR SOP - PAKET LENGKAP [1 Pack],Sayuran,"MOHON DI BACA SBEELUM MEMBELI !!!
Beli Sayur bisa melalui Cabang terdekat #SayurSEGAR :

💎 Area JABODETABEK (Kurir Toko)
Sayur Segar | Official --> https://www.tokopedia.com/sayursegar-id
-------------------------
💎 Area Depok dan sekitarnya (Grab & Gojek)
Sayur Segar Depok --> https://www.tokopedia.com/sayursegardepok
-------------------------

# BELANJA DI ATAS Rp 200.000 BONUS PISAU DAPUR (*All Item)
# Belanja Sayur, Ikan & Daging wajib menggunakan Kurir Toko
==============================
Langganan Sayur ?
Follow :
IG : sayur_segar.id [SayurSegarID]
Telp : (021) 77843493

[ SAYUR SEGAR ] - KUALITAS MALL, HARGA PASAR
MENYEDIAKAN BERBAGAI MACAM SAYURAN, BUAH, BUMBU, IKAN, DAGING DAN KEBUTUHAN DAPUR LAIN.

* Berat, warna dan ukuran dapat berubah, tergantung musim dan kualitas panen.

==============================
💎 [Jam Operasional]
Jam Operasional Kantor #SayurSegar: 05.00 – 22.00 Setiap hari
Pengiriman setiap hari, mulai jam 05.00 WIB - selesai

💎 [Jadwal Pengiriman]
1. Order yang masuk sebelum pukul 05.00 WIB akan dikirim hari yang sama
2. Order yang masuk setelah pukul 05.00 WIB akan dikirim H+1
3. Pengiriman Area Jabodetabek akan dikirim melalui Kurir Toko untuk mejaga kualitas sayuran.

💎 [Komplain & Refund]
Kami selalu menjaga produk kami agar sampai ke tangan Customer dengan aman dan lengkap.
Komplain mengenai produk #SayurSegar dapat melalui Pusat Resolusi Tokpedia.

Selamat berbelanja Sayur #Lengkap #Segar #Higenis #Murah #Ecer #ReadyStock



HAPPY SHOPPING....",sayur buah
Apel Fuji Buah Segar dan Manis ( Grosir / Eceran ),Buah-buahan,"Buah Apel Fuji

Inilah Khasiat Buah Apel Fuji Untuk Kesehatan

1.Memutihkan Gigi
2.Mencegah Alzheimer
3.Menghindari Penyakit Parkinson
4.Mengurangi Risiko Kanker
5.Mengurangi Risiko Diabetes
6.Mengurangi Kolesterol
7.Menyehatkan Organ Jantung
8.Mencegah Batu Empedu
9.Mencegah Diare dan Konstipasi
10.Mengatasi Sindrom Iritasi Usus Besar
11.Pencegahan Wasir
12.Menjaga Berat Badan
13.Detoksifikasi Hati
14.Meningkatkan Sistem Kekebalan Tubuh
15.Mencegah Katarak
16.Mengatasi Masalah Pernapasan
17.Mencegah Rematik
18.Perawatan Kulit
19.Menjaga Kesehatan Tulang
20Menjaga Tekanan Darah Ibu Hamil


Nah, itu dia beberapa manfaat mengkonsumsi Apel fuji secara rutin. Bagaimana? Apa Anda mulai tertarik menjadikan buah yang satu ini menjadi menu wajib yang harus dikonsumsi setiap hari?

Harga Diatas adalah Harga Per 1000 gram (1 KG)

Informasi Produk:
- Berat 1 Buah = 180-200gr
- Berat 1 Kg = 5-6buah
- Minimal Pemesanan = Tidak ada ( boleh beli 1 KG )


TERMS:
1. ""TIDAK ADA MINIMUM ORDER"" Customer bisa order 1 KG saja.
2. Order bisa di Kombinasi dengan buah-buahan atau sayuran lainnya yang dimiliki oleh ""Sayur Mayur Segar"", dengan Biaya GoSend yang sama, hingga total order 7 Kg* atau 19 Kg**.
3. Delivery ""SAMPAI KE TEMPAT TUJUAN"" dengan GO-SEND.
4. Delivery ke SELURUH daerah di DKI JAKARTA, TANGERANG, DEPOK & Sebagian daerah BEKASI, dengan biaya Delivery Go-Send yang FLAT (TETAP).


WAKTU PENGIRIMAN :
Sayuran dan Buah akan dikirim H+1 dengan cut-off pemesanan pada pukul 18:00 . Pembelian di atas pukul 18:00 akan dikirim H+2 .

PRODUK Sayur Mayur Segar LAINNYA :


HARI MINGGU LIBUR:
Mohon Maaf Sekali di HARI MINGGU KAMI LIBUR. Pesanan hari Sabtu dan Minggu dikirimkan hari Senin. Terima kasih.

Melayani :
1.Eceran dan Partai Besar
2.Suplier Sayuran Dan buah - buahan untuk Restoran , Hotel , Karaoke

Website Kami :

www.sayurmayursegar.co.id",sayur buah
